,LotArea,Neighborhood,HouseStyle,RoofStyle,Foundation,CentralAir,YrSold,LandContour,Utilities,Condition1,Fireplaces,SaleType,KitchenQual,OverallQual,Heating,OpenPorchSF,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,FullBath,1stFlrSF,SalePrice
497,9120,BrkSide,1.5Fin,Gable,PConc,Y,2008,Lvl,AllPub,Norm,0,WD,TA,7,GasA,100,Detchd,Unf,1,240,TA,2,1133,184000
498,7800,Sawyer,1Story,Hip,PConc,Y,2009,Lvl,AllPub,Norm,0,WD,Gd,5,GasA,0,Attchd,Fin,1,288,TA,1,899,130000
499,7535,mes,1Story,Gable,CBlock,Y,2007,Lvl,AllPub,Norm,0,WD,TA,5,GasA,285,Attchd,Fin,1,297,TA,1,912,120000
500,1890,BrDale,2Story,Gable,CBlock,Y,2007,Lvl,AllPub,Norm,0,WD,TA,6,GasA,28,Detchd,Unf,1,264,TA,1,672,113000
501,9803,Somerst,2Story,Gable,PConc,Y,2008,Lvl,AllPub,Norm,0,WD,Gd,7,GasA,108,Attchd,RFn,2,603,TA,2,866,226700
502,9170,Edwards,1Story,Hip,CBlock,Y,2007,Lvl,AllPub,Feedr,0,WD,TA,5,GasA,0,Detchd,Unf,2,461,Fa,1,1214,140000
503,15602,Crawfor,1Story,Gable,CBlock,Y,2010,Lvl,AllPub,Norm,2,WD,TA,7,GasA,54,Attchd,Fin,2,484,TA,2,1801,289000
504,2308,NPkVill,2Story,Gable,CBlock,Y,2009,Lvl,AllPub,Norm,1,WD,TA,6,GasA,0,Attchd,Unf,2,440,TA,2,855,147000
505,7596,OldTown,2Story,Hip,CBlock,Y,2009,Lvl,AllPub,Artery,0,COD,TA,5,GasA,0,Detchd,Unf,2,400,TA,2,960,124500
506,9554,SawyerW,2Story,Gable,PConc,Y,2006,Lvl,AllPub,Norm,1,WD,Gd,8,GasA,81,Attchd,RFn,2,471,TA,2,1065,215000
507,7862,Somerst,1Story,Gable,PConc,Y,2009,Lvl,AllPub,Norm,0,New,Gd,6,GasA,102,Attchd,Fin,2,676,TA,2,1218,208300
508,9600,OldTown,2Story,Gambrel,BrkTil,Y,2008,Lvl,AllPub,Norm,1,WD,Gd,7,GasA,0,Detchd,Unf,2,360,TA,2,689,161000
509,9600,mes,1Story,Gable,CBlock,Y,2009,Lvl,AllPub,Norm,0,WD,TA,5,GasA,88,Attchd,RFn,1,270,TA,1,1041,124500
510,14559,mes,1Story,Hip,CBlock,Y,2009,Lvl,AllPub,Norm,2,WD,TA,5,GasA,42,CarPort,Unf,1,288,TA,1,1363,164900
511,6792,NridgHt,1Story,Gable,PConc,Y,2006,Lvl,AllPub,Norm,1,New,Gd,7,GasA,35,Attchd,RFn,2,474,TA,2,1368,202665
512,9100,mes,1Story,Gable,CBlock,Y,2006,Lvl,AllPub,Feedr,0,WD,TA,5,GasA,0,Detchd,Unf,2,624,TA,1,864,129900
513,9187,Mitchel,1Story,Gable,PConc,Y,2007,Bnk,AllPub,Norm,0,WD,TA,6,GasA,0,Attchd,Unf,2,484,TA,1,1080,134000
514,10594,Crawfor,1.5Unf,Gable,BrkTil,N,2007,Lvl,AllPub,Norm,0,WD,TA,5,Grav,0,Detchd,Unf,1,200,Po,1,789,96500
515,12220,NridgHt,1Story,Hip,CBlock,Y,2009,Lvl,AllPub,Norm,1,New,Ex,10,GasA,54,Attchd,Fin,3,900,TA,2,2020,402861
516,10448,NWAmes,SLvl,Gable,CBlock,Y,2009,Lvl,AllPub,Norm,1,COD,TA,6,GasA,104,Attchd,RFn,2,583,TA,2,1378,158000
517,10208,NoRidge,2Story,Gable,PConc,Y,2009,Lvl,AllPub,Norm,1,WD,Gd,7,GasA,0,Attchd,RFn,3,889,TA,2,1277,265000
518,9531,CollgCr,2Story,Gable,PConc,Y,2007,Lvl,AllPub,Norm,0,WD,TA,6,GasA,36,Attchd,RFn,2,546,TA,2,882,211000
519,10918,Crawfor,2Story,Gambrel,BrkTil,Y,2009,Lvl,AllPub,Norm,2,WD,Gd,7,GasA,0,Detchd,Unf,1,282,TA,1,1276,234000
520,10800,OldTown,2Story,Gable,BrkTil,N,2008,Lvl,AllPub,Norm,0,WD,TA,4,GasA,114,,,0,0,,2,694,106250
521,11988,mes,1Story,Gable,CBlock,Y,2007,Lvl,AllPub,Feedr,2,WD,TA,6,GasA,40,Attchd,Unf,1,336,TA,1,1244,150000
522,5000,BrkSide,1.5Fin,Gable,CBlock,Y,2006,Lvl,AllPub,Feedr,2,WD,TA,6,GasA,24,Detchd,Unf,2,420,TA,2,1004,159000
523,40094,Edwards,2Story,Hip,PConc,Y,2007,Bnk,AllPub,PosN,1,New,Ex,10,GasA,406,BuiltIn,Fin,3,884,TA,3,3138,184750
524,11787,NoRidge,2Story,Gable,PConc,Y,2007,Lvl,AllPub,Norm,1,WD,Gd,7,GasA,60,Attchd,Fin,3,834,TA,2,1383,315750
525,7500,Somerst,1Story,Gable,PConc,Y,2006,Lvl,AllPub,Norm,1,WD,Gd,7,GasA,144,Attchd,Unf,2,453,TA,2,1266,176000
526,13300,mes,1Story,Hip,CBlock,Y,2007,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Attchd,Unf,1,252,TA,1,928,132000
527,14948,NridgHt,2Story,Hip,PConc,Y,2008,Lvl,AllPub,Norm,1,New,Ex,9,GasA,66,Attchd,Fin,3,858,TA,2,1476,446261
528,9098,Edwards,1Story,Gable,BrkTil,Y,2007,Lvl,AllPub,Norm,0,WD,TA,4,GasA,0,,,0,0,,1,605,86000
529,32668,Crawfor,1Story,Hip,PConc,Y,2007,Lvl,AllPub,Norm,2,WD,TA,6,GasA,0,Attchd,RFn,2,484,TA,3,2515,200624
530,10200,Timber,SLvl,Gable,CBlock,Y,2008,Lvl,AllPub,Norm,1,WD,Gd,6,GasA,0,Attchd,RFn,2,600,TA,2,1509,175000
531,6155,BrkSide,2Story,Gable,BrkTil,Y,2008,Lvl,AllPub,RRNn,0,WD,TA,6,GasA,0,Detchd,Fin,2,502,TA,2,751,128000
532,7200,mes,1Story,Gable,Slab,Y,2010,Lvl,AllPub,Norm,1,WD,TA,5,GasA,0,Detchd,Unf,1,392,TA,1,827,107500
533,5000,BrkSide,1Story,Gable,Slab,N,2007,Low,AllPub,Norm,0,WD,Fa,1,GasA,0,,,0,0,,1,334,39300
534,9056,Gilbert,2Story,Gable,PConc,Y,2006,Lvl,AllPub,Norm,1,WD,Gd,8,GasA,35,Attchd,Fin,2,403,TA,2,707,178000
535,7000,Edwards,2Story,Gable,CBlock,Y,2008,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,,,0,0,,1,820,107500
536,8924,CollgCr,2Story,Gable,PConc,Y,2008,Lvl,AllPub,Norm,0,WD,Gd,7,GasA,155,Attchd,Fin,2,527,TA,2,880,188000
537,12735,mes,1Story,Hip,CBlock,Y,2008,Lvl,AllPub,Norm,0,COD,TA,4,GasA,0,Detchd,Unf,2,576,TA,1,864,111250
538,11553,Sawyer,1Story,Hip,CBlock,Y,2006,Lvl,AllPub,Norm,1,WD,TA,5,GasA,0,Attchd,Unf,1,336,TA,1,1159,158000
539,11423,CollgCr,1Story,Gable,PConc,Y,2010,Lvl,AllPub,Norm,1,WD,Gd,8,GasA,0,Attchd,RFn,2,670,TA,2,1601,272000
540,14601,Timber,1Story,Hip,PConc,Y,2009,Lvl,AllPub,Norm,1,WD,Ex,9,GasA,68,Attchd,Fin,3,765,TA,2,1838,315000
541,11000,NoRidge,2Story,Gable,PConc,Y,2007,Lvl,AllPub,Norm,1,WD,Gd,8,GasA,56,BuiltIn,Fin,3,648,TA,2,997,248000
542,10140,NWAmes,1Story,Hip,PConc,Y,2009,Lvl,AllPub,RRAn,1,WD,Gd,7,GasA,73,Attchd,Fin,2,583,TA,2,1680,213250
543,4058,mes,SFoyer,Gable,PConc,Y,2007,Lvl,AllPub,Norm,0,WD,TA,7,GasA,40,Attchd,Fin,1,367,TA,1,767,133000
544,17104,Gilbert,2Story,Gable,PConc,Y,2006,Lvl,AllPub,Norm,1,New,Gd,7,GasA,24,Attchd,RFn,2,426,TA,2,664,179665
545,13837,NWAmes,1.5Fin,Gable,PConc,Y,2006,Lvl,AllPub,Norm,0,WD,Gd,7,GasA,0,Attchd,Unf,3,786,TA,2,1377,229000
546,8737,BrkSide,1.5Fin,Gable,BrkTil,Y,2007,Bnk,AllPub,Norm,1,WD,TA,6,GasA,38,Detchd,Unf,2,440,TA,1,915,210000
547,7244,Mitchel,SFoyer,Gable,CBlock,Y,2007,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Detchd,Unf,2,624,TA,1,768,129500
548,8235,OldTown,1Story,Gable,CBlock,Y,2008,HLS,AllPub,Feedr,0,WD,TA,5,GasA,50,Detchd,RFn,2,720,TA,1,825,125000
549,9375,Somerst,2Story,Gable,PConc,Y,2009,Lvl,AllPub,Norm,1,WD,Gd,7,GasA,182,BuiltIn,Fin,2,615,TA,2,912,263000
550,4043,NPkVill,1Story,Gable,CBlock,Y,2008,Lvl,AllPub,Norm,0,COD,TA,6,GasA,55,Attchd,RFn,2,440,TA,2,1069,140000
551,6000,OldTown,1Story,Hip,CBlock,Y,2008,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Attchd,Fin,1,288,TA,1,928,112500
552,11146,NridgHt,1Story,Gable,PConc,Y,2009,Lvl,AllPub,Norm,1,WD,Gd,8,GasA,39,Attchd,RFn,3,908,TA,2,1717,255500
553,8777,Edwards,1Story,Gable,CBlock,Y,2009,Lvl,AllPub,Feedr,0,WD,Gd,4,GasA,96,Detchd,Fin,2,520,TA,2,1126,108000
554,10625,NridgHt,2Story,Gable,PConc,Y,2008,Lvl,AllPub,Norm,1,WD,Gd,7,GasA,62,BuiltIn,RFn,3,871,TA,2,1006,284000
555,6380,BrkSide,1.5Unf,Gable,BrkTil,Y,2006,Lvl,AllPub,Norm,1,WD,TA,5,GasA,0,Detchd,Unf,1,280,TA,1,1048,113000
556,14850,mes,1Story,Gable,CBlock,Y,2006,Lvl,AllPub,Norm,1,WD,TA,5,GasA,0,Attchd,Fin,1,299,TA,1,1092,141000
557,11040,IDOTRR,1.5Fin,Gable,CBlock,Y,2006,Low,AllPub,Norm,0,COD,TA,4,GasA,47,CarPort,Unf,1,570,TA,1,897,108000
558,21872,Gilbert,2Story,Gable,PConc,Y,2008,HLS,AllPub,Norm,1,WD,TA,7,GasA,22,Attchd,Unf,2,406,TA,2,729,175000
559,3196,Blmngtn,1Story,Gable,PConc,Y,2006,Lvl,AllPub,Norm,1,WD,Gd,7,GasA,20,Attchd,Fin,2,420,TA,2,1557,234000
560,11341,Sawyer,1Story,Hip,CBlock,Y,2010,Lvl,AllPub,Norm,1,WD,TA,5,GasA,0,Detchd,Unf,2,528,TA,1,1392,121500
561,10010,Mitchel,1Story,Gable,CBlock,Y,2006,Lvl,AllPub,Norm,1,WD,TA,5,GasA,38,Attchd,RFn,2,418,TA,1,1389,170000
562,13907,Edwards,1Story,Gable,CBlock,Y,2008,Lvl,AllPub,Norm,1,WD,TA,5,GasA,0,,,0,0,,1,996,108000
563,21780,Edwards,1.5Fin,Gable,BrkTil,Y,2008,Lvl,AllPub,Norm,1,WD,TA,6,GasA,36,Detchd,Fin,2,396,TA,2,1163,185000
564,13346,NoRidge,2Story,Gable,PConc,Y,2006,Lvl,AllPub,Norm,1,WD,Gd,7,GasA,40,Attchd,RFn,2,590,TA,2,1166,268000
565,6858,SWISU,2Story,Gable,PConc,N,2010,Bnk,AllPub,Norm,0,WD,Fa,6,GasA,66,Detchd,Unf,1,216,TA,1,841,128000
566,11198,StoneBr,2Story,Hip,PConc,Y,2008,Lvl,AllPub,Norm,1,WD,Ex,9,GasA,39,BuiltIn,Fin,3,656,TA,2,1134,325000
567,10171,NridgHt,1Story,Gable,PConc,Y,2010,Lvl,AllPub,Norm,0,WD,Gd,7,GasA,0,Attchd,RFn,2,532,TA,2,1535,214000
568,12327,SawyerW,1.5Fin,Gable,CBlock,Y,2009,Low,AllPub,Norm,1,WD,Gd,8,GasA,40,BuiltIn,Fin,2,612,Gd,1,1496,316600
569,7032,mes,SFoyer,Gable,CBlock,Y,2006,Lvl,AllPub,Norm,2,WD,TA,5,GasA,0,Detchd,Unf,2,600,TA,1,943,135960
570,13101,mes,1Story,Gable,CBlock,Y,2008,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Detchd,Unf,2,576,TA,2,1728,142600
571,7332,mes,1Story,Gable,CBlock,Y,2006,Lvl,AllPub,Norm,0,WD,Gd,6,GasA,0,Attchd,Unf,1,288,TA,1,864,120000
572,13159,Timber,2Story,Gable,PConc,Y,2009,HLS,AllPub,Norm,0,New,Gd,7,GasA,114,Attchd,RFn,2,650,TA,2,846,224500
573,9967,Gilbert,SLvl,Gable,PConc,Y,2007,Lvl,AllPub,Norm,1,WD,TA,7,GasA,0,BuiltIn,RFn,2,400,TA,2,774,170000
574,10500,mes,SLvl,Gambrel,CBlock,Y,2007,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,BuiltIn,Unf,1,288,TA,1,576,139000
575,8480,mes,1.5Fin,Gable,CBlock,Y,2008,Lvl,AllPub,Norm,0,COD,TA,5,GasA,0,Detchd,Unf,1,336,TA,1,832,118500
576,6292,SWISU,1.5Fin,Gable,BrkTil,Y,2009,Lvl,AllPub,Norm,1,WD,TA,7,GasA,50,Detchd,Unf,1,216,TA,2,877,145000
577,11777,Sawyer,SLvl,Gable,CBlock,Y,2006,Lvl,AllPub,Norm,2,WD,TA,5,GasA,68,Attchd,RFn,2,564,TA,1,1320,164500
578,3604,Somerst,2Story,Gable,PConc,Y,2008,Lvl,AllPub,Norm,0,WD,Gd,7,GasA,102,Detchd,Unf,2,540,TA,2,703,146000
579,12150,OldTown,1.5Fin,Gable,BrkTil,N,2008,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Attchd,Unf,1,352,Fa,2,1050,131500
580,14585,mes,1Story,Gable,CBlock,Y,2007,Lvl,AllPub,Norm,2,WD,Gd,6,GasA,110,Attchd,Unf,2,572,TA,1,1429,181900
581,12704,NridgHt,1Story,Hip,PConc,Y,2009,Lvl,AllPub,Norm,1,New,Ex,8,GasA,90,Attchd,RFn,3,1390,TA,2,2042,253293
582,11841,Edwards,SFoyer,Gable,CBlock,Y,2007,Lvl,AllPub,Norm,0,WD,TA,6,GasA,32,,,0,0,,1,816,118500
583,13500,OldTown,2.5Unf,Gable,BrkTil,Y,2008,Lvl,AllPub,Artery,1,WD,Gd,10,GasA,502,Detchd,Unf,2,880,Gd,3,1521,325000
584,6120,BrkSide,1.5Fin,Gable,BrkTil,Y,2009,Lvl,AllPub,Norm,0,WD,Gd,4,GasA,0,Detchd,Unf,1,240,TA,1,989,133000
585,11443,Timber,1Story,Hip,PConc,Y,2006,Lvl,AllPub,Norm,2,New,Gd,8,GasA,66,Attchd,RFn,3,880,TA,2,2028,369900
586,10267,BrkSide,1Story,Gable,BrkTil,Y,2008,Lvl,AllPub,RRAn,0,WD,Fa,6,GasA,0,Detchd,Fin,1,275,TA,1,838,130000
587,8740,Sawyer,SFoyer,Hip,CBlock,Y,2009,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Detchd,Unf,2,528,TA,1,860,137000
588,25095,ClearCr,1Story,Flat,CBlock,Y,2009,Low,AllPub,Norm,2,WD,Ex,5,GasA,48,Attchd,Unf,1,452,TA,1,1473,143000
589,9100,BrkSide,1Story,Gable,BrkTil,Y,2008,Lvl,AllPub,RRAn,0,WD,TA,5,GasA,0,Detchd,Unf,1,308,TA,1,779,79500
590,8320,CollgCr,2Story,Gable,PConc,Y,2008,Lvl,AllPub,Norm,0,WD,Gd,7,GasA,45,Attchd,RFn,2,520,TA,2,770,185900
591,13478,NridgHt,2Story,Gable,PConc,Y,2009,Lvl,AllPub,Norm,1,ConLI,Ex,10,GasA,274,BuiltIn,RFn,3,842,TA,2,1728,451950
592,6600,Mitchel,1Story,Gable,PConc,Y,2008,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Detchd,Fin,2,816,TA,1,816,138000
593,4435,CollgCr,1Story,Gable,PConc,Y,2009,Lvl,AllPub,Norm,0,WD,Gd,6,GasA,0,Attchd,Fin,2,420,TA,1,848,140000
594,7990,CollgCr,1Story,Hip,CBlock,Y,2008,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Detchd,Unf,1,280,TA,1,924,110000
595,11302,StoneBr,1Story,Gable,PConc,Y,2006,Lvl,AllPub,Norm,1,New,Gd,8,GasA,75,Attchd,Fin,3,758,TA,2,1826,319000
596,3600,OldTown,2Story,Gable,CBlock,N,2006,Lvl,AllPub,Norm,0,WD,TA,6,GasA,158,Detchd,Unf,1,216,TA,1,684,114504
597,3922,Blmngtn,1Story,Gable,PConc,Y,2007,Lvl,AllPub,Norm,1,New,Gd,7,GasA,16,Attchd,Fin,3,648,TA,0,1402,194201
598,12984,Crawfor,1Story,Gable,CBlock,Y,2006,Bnk,AllPub,Norm,1,WD,Gd,5,GasA,0,Attchd,Fin,2,621,TA,2,1647,217500
599,1950,Blueste,2Story,Gable,CBlock,Y,2008,Lvl,AllPub,Norm,1,COD,TA,6,GasA,0,Attchd,Fin,2,452,TA,2,716,151000
600,10927,NridgHt,2Story,Gable,PConc,Y,2006,Lvl,AllPub,Norm,1,WD,Ex,8,GasA,60,BuiltIn,Fin,2,736,TA,2,1058,275000
601,9000,IDOTRR,1.5Fin,Gable,PConc,Y,2007,Bnk,AllPub,Norm,1,WD,Gd,6,GasA,162,Detchd,Unf,1,544,TA,1,780,141000
602,10041,SawyerW,2Story,Gable,PConc,Y,2006,Lvl,AllPub,Norm,1,WD,Gd,8,GasA,150,Attchd,Fin,2,506,TA,2,927,220000
603,3182,Somerst,2Story,Gable,PConc,Y,2010,Lvl,AllPub,Norm,0,WD,Gd,7,GasA,172,Detchd,RFn,2,480,TA,2,600,151000
604,12803,CollgCr,1Story,Gable,PConc,Y,2008,Lvl,AllPub,Norm,1,WD,Gd,7,GasA,36,Attchd,RFn,2,530,TA,2,1494,221000
605,13600,mes,2Story,Gable,CBlock,Y,2009,Lvl,AllPub,Norm,3,WD,TA,7,GasA,42,Attchd,Unf,2,486,TA,2,1186,205000
606,12464,CollgCr,1Story,Gable,PConc,Y,2009,Low,AllPub,Norm,0,WD,Gd,5,GasA,0,Detchd,Unf,2,576,TA,1,1040,152000
607,7800,Edwards,2Story,Gable,CBlock,Y,2006,Bnk,AllPub,Norm,0,WD,Ex,5,GasA,0,Attchd,Unf,1,230,TA,3,1112,225000
608,12168,Crawfor,2Story,Gable,PConc,Y,2007,HLS,AllPub,Norm,2,WD,TA,8,GasA,0,Basment,Unf,2,380,TA,2,1940,359100
609,7943,Sawyer,1Story,Gable,CBlock,Y,2007,Lvl,AllPub,Feedr,0,WD,TA,4,GasA,0,Attchd,Unf,1,261,TA,1,1029,118500
610,11050,CollgCr,2Story,Hip,PConc,Y,2009,Lvl,AllPub,PosN,2,WD,Ex,9,GasA,142,Attchd,Fin,3,736,TA,2,1476,313000
611,10395,NWAmes,SLvl,Gable,CBlock,Y,2007,Lvl,AllPub,Norm,1,WD,TA,6,GasA,0,Attchd,Unf,2,564,TA,2,1032,148000
612,11885,CollgCr,2Story,Gable,PConc,Y,2009,Lvl,AllPub,Norm,1,WD,Ex,8,GasA,122,BuiltIn,RFn,2,531,TA,2,1299,261500
613,8402,Mitchel,1Story,Gable,PConc,Y,2007,Lvl,AllPub,Feedr,0,New,TA,5,GasA,30,,,0,0,,1,1120,147000
614,1491,MeadowV,SFoyer,Gable,CBlock,Y,2010,Lvl,AllPub,Norm,0,WD,TA,4,GasA,24,,,0,0,,1,630,75500
615,8800,mes,SFoyer,Gable,PConc,Y,2010,Lvl,AllPub,Feedr,0,WD,Gd,6,GasA,0,Attchd,RFn,2,480,TA,1,1054,137500
616,7861,Gilbert,2Story,Gable,PConc,Y,2006,Lvl,AllPub,Norm,1,WD,Gd,6,GasA,75,Attchd,Fin,2,393,TA,2,807,183200
617,7227,mes,1.5Unf,Gable,CBlock,Y,2008,HLS,AllPub,Artery,0,WD,Gd,6,GasA,0,Detchd,Unf,2,528,TA,1,832,105500
618,11694,NridgHt,1Story,Hip,PConc,Y,2007,Lvl,AllPub,Norm,1,New,Gd,9,GasA,108,Attchd,Unf,3,774,TA,2,1828,314813
619,12244,Timber,2Story,Hip,PConc,Y,2008,Lvl,AllPub,Norm,2,WD,Gd,8,GasA,0,Attchd,Fin,3,749,TA,2,1482,305000
620,8248,Edwards,1Story,Gable,BrkTil,N,2008,Lvl,AllPub,Norm,0,WD,TA,3,GasA,0,,,0,0,,1,864,67000
621,10800,NWAmes,2Story,Gable,CBlock,Y,2008,Lvl,AllPub,Norm,1,WD,TA,6,GasA,243,Attchd,RFn,2,624,TA,2,1548,240000
622,7064,Sawyer,1Story,Gable,CBlock,Y,2009,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Detchd,Unf,2,484,TA,1,980,135000
623,2117,Somerst,2Story,Gable,PConc,Y,2007,Lvl,AllPub,Norm,1,WD,Gd,6,GasA,32,Detchd,Unf,2,440,TA,2,756,168500
624,10400,NWAmes,2Story,Gable,CBlock,Y,2006,Lvl,AllPub,Norm,1,WD,TA,6,GasA,0,Attchd,RFn,2,484,TA,1,1012,165150
625,10000,mes,1Story,Hip,CBlock,Y,2010,Lvl,AllPub,Norm,0,WD,TA,6,GasA,0,Attchd,Unf,2,440,TA,1,1116,160000
626,12342,mes,1Story,Hip,CBlock,Y,2007,Lvl,AllPub,Norm,1,WD,TA,5,GasA,0,Attchd,RFn,1,286,TA,1,1422,139900
627,9600,mes,SLvl,Gable,CBlock,Y,2010,Lvl,AllPub,Norm,2,WD,TA,6,GasA,0,Basment,RFn,1,364,TA,1,1520,153000
628,11606,mes,2Story,Gable,PConc,Y,2007,HLS,AllPub,Norm,2,WD,Fa,5,GasA,0,Attchd,Unf,2,504,TA,1,1040,135000
629,9020,mes,SLvl,Gable,CBlock,Y,2008,Lvl,AllPub,Feedr,0,WD,TA,6,GasA,0,Attchd,RFn,2,520,TA,1,1350,168500
630,9000,OldTown,2Story,Gable,BrkTil,Y,2006,Lvl,AllPub,Artery,0,WD,Ex,5,GasA,0,Detchd,Unf,1,240,Fa,1,1089,124000
631,4590,NridgHt,1Story,Gable,PConc,Y,2007,Lvl,AllPub,Norm,1,WD,Gd,8,GasA,73,Attchd,RFn,2,627,TA,2,1554,209500
632,11900,NWAmes,1Story,Hip,CBlock,Y,2009,Lvl,AllPub,Norm,1,WD,TA,7,GasA,0,Attchd,Fin,2,544,TA,2,1411,82500
633,9250,mes,1Story,Gable,CBlock,Y,2007,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Attchd,Unf,1,260,TA,1,1056,139400
634,6979,OldTown,SFoyer,Gable,CBlock,Y,2010,Lvl,AllPub,Norm,0,WD,TA,6,GasA,56,Detchd,Unf,2,576,TA,0,1056,144000
635,10896,SWISU,2.5Fin,Hip,CBlock,Y,2007,Bnk,AllPub,Feedr,0,WD,Fa,6,GasA,110,,,0,0,,2,1440,200000
636,6120,BrkSide,1Story,Gable,BrkTil,N,2009,Lvl,AllPub,Norm,1,ConLw,Fa,2,Grav,0,,,0,0,,1,800,60000
637,6000,OldTown,1.5Fin,Gable,CBlock,Y,2009,Lvl,AllPub,Norm,0,WD,Gd,5,GasA,0,BuiltIn,Unf,1,256,TA,2,811,93000
638,8777,Edwards,1Story,Gable,CBlock,Y,2008,Lvl,AllPub,Feedr,0,WD,TA,5,GasA,0,,,0,0,,1,796,85000
639,3982,Blmngtn,1Story,Hip,PConc,Y,2006,Lvl,AllPub,Norm,1,New,Ex,8,GasA,0,Attchd,Fin,3,648,TA,2,1567,264561
640,12677,NridgHt,1Story,Hip,PConc,Y,2008,Lvl,AllPub,Norm,1,WD,Ex,8,GasA,140,Attchd,RFn,2,588,TA,1,1518,274000
641,7050,Somerst,2Story,Gable,PConc,Y,2007,Lvl,AllPub,Norm,1,WD,Gd,7,GasA,235,Attchd,Fin,2,650,TA,2,1057,226000
642,13860,mes,SLvl,Gable,CBlock,Y,2009,Lvl,AllPub,Norm,3,WD,Ex,8,GasA,111,Attchd,Fin,2,538,TA,2,2000,345000
643,10793,NWAmes,2Story,Mansard,CBlock,Y,2007,Lvl,AllPub,RRAn,0,WD,TA,5,GasA,0,Attchd,Fin,2,462,TA,2,780,152000
644,9187,Somerst,1Story,Gable,PConc,Y,2009,Lvl,AllPub,Norm,1,New,Ex,9,GasA,130,Attchd,Fin,3,478,TA,2,1766,370878
645,10530,mes,1Story,Hip,CBlock,Y,2007,Lvl,AllPub,Norm,0,WD,TA,6,GasA,312,Detchd,Unf,2,576,TA,1,981,143250
646,7200,mes,1Story,Hip,CBlock,Y,2008,Lvl,AllPub,Norm,0,WD,TA,5,GasA,27,Detchd,Unf,2,420,TA,1,1048,98300
647,10452,Edwards,1Story,Hip,CBlock,Y,2008,Lvl,AllPub,Norm,2,WD,TA,6,GasA,0,Attchd,RFn,2,495,TA,1,1094,155000
648,7700,mes,2Story,Gable,CBlock,Y,2010,Lvl,AllPub,PosN,1,WD,TA,6,GasA,124,Attchd,Unf,2,442,TA,1,1051,155000
649,1936,MeadowV,SFoyer,Gable,CBlock,Y,2007,Lvl,AllPub,Norm,0,WD,TA,4,GasA,0,,,0,0,,1,630,84500
650,8125,Somerst,2Story,Gable,PConc,Y,2008,Lvl,AllPub,Norm,0,WD,Gd,7,GasA,0,Attchd,RFn,2,562,TA,2,822,205950
651,9084,Edwards,2Story,Gable,CBlock,Y,2009,Lvl,AllPub,Artery,1,WD,TA,4,GasA,0,Detchd,Unf,1,296,Fa,1,755,108000
652,8750,CollgCr,2Story,Gable,PConc,Y,2009,Lvl,AllPub,Norm,1,WD,Gd,7,GasA,120,Attchd,RFn,2,512,TA,2,909,191000
653,10320,IDOTRR,1.5Fin,Gable,CBlock,Y,2008,Lvl,AllPub,Norm,0,WD,TA,6,GasA,0,Detchd,Unf,1,216,TA,1,756,135000
654,10437,NoRidge,1Story,Hip,PConc,Y,2008,Lvl,AllPub,Norm,1,WD,Gd,8,GasA,46,Attchd,Fin,3,839,TA,2,2113,350000
655,1680,BrDale,2Story,Gable,CBlock,Y,2010,Lvl,AllPub,Norm,0,WD,TA,6,GasA,0,Detchd,Unf,1,264,TA,1,525,88000
656,10007,mes,1Story,Gable,CBlock,Y,2008,Lvl,AllPub,Norm,0,WD,Gd,5,GasA,0,Attchd,RFn,1,312,TA,1,1053,145500
657,7200,Crawfor,2Story,Gable,BrkTil,Y,2008,HLS,AllPub,Norm,1,WD,TA,7,GasA,0,Attchd,RFn,1,270,TA,1,851,149000
658,17503,mes,1.5Fin,Gable,CBlock,Y,2010,Lvl,AllPub,Artery,1,WD,TA,6,GasA,0,Attchd,Unf,1,330,TA,1,912,97500
659,9937,Edwards,1Story,Hip,PConc,Y,2009,Lvl,AllPub,Norm,0,WD,TA,5,GasA,0,Detchd,Fin,2,480,TA,1,1486,167000
660,12384,NWAmes,2Story,Gable,CBlock,Y,2007,Lvl,AllPub,Norm,1,WD,TA,7,GasA,113,Attchd,RFn,2,550,TA,2,1142,197900
661,46589,NoRidge,2Story,Hip,PConc,Y,2009,Lvl,AllPub,Norm,1,WD,Gd,8,GasA,76,Attchd,RFn,3,711,TA,2,1686,402000
662,13560,mes,1Story,Hip,CBlock,Y,2009,Lvl,AllPub,Norm,2,WD,TA,6,GasA,0,Attchd,RFn,2,576,TA,1,1392,110000
663,10012,Edwards,SFoyer,Gable,CBlock,Y,2008,Lvl,AllPub,Norm,0,WD,TA,4,GasA,0,Detchd,RFn,2,588,TA,2,1181,137500
